Review,Aspect,Sentiment,Score,Helpful_Votes
"Its been 3 days and it has given me only problems. ...severe headache and entire day bloating, gas....thinking for leaving it",side_effects,neutral,0.0,0.0
"A promising product, noticing viable changes in short term. Energy and sleeping patterns have been improving quite great. I have used their Organic other products in Hyderabad and can, will definitely recommend.",effectiveness,positive,0.2,0.0
"A promising product, noticing viable changes in short term. Energy and sleeping patterns have been improving quite great. I have used their Organic other products in Hyderabad and can, will definitely recommend.",authenticity,positive,0.2,0.0
"A promising product, noticing viable changes in short term. Energy and sleeping patterns have been improving quite great. I have used their Organic other products in Hyderabad and can, will definitely recommend.",health_impact,positive,0.8,0.0
Really helps with sleep and easing stress and cortisol levels,effectiveness,positive,0.2,0.0
"It's a very nice product, I've been suffering from sleep problem since couple of months after using Holistic Ashwagandha my complete problem got fixed now am able sleep properly.",effectiveness,positive,0.78,0.0
"Wonderful item. Best Ashwagandha, unlike its counterparts that are available in the market.",price,positive,0.4,0.0
The products is very good Can see the results after a few days Placed my second order Good to use,effectiveness,positive,0.3525,0.0
"After using this product, I was feeling more stress free and energetic  Good product 👍",effectiveness,neutral,0.0,0.0
"I feel super energetic the whole day, and stress-free by using this awesome product.",effectiveness,positive,1.0,0.0
Its helping me alot to deal with my stress. I love it,effectiveness,neutral,0.0,0.0
Amazing good sleep stress less and better life totaly great in the world,health_impact,positive,0.4867,0.0
I liked the product because it was effective and affordable.,effectiveness,positive,0.6,0.0
Good product. Delivered on time,effectiveness,positive,0.7,0.0
Good product. Delivered on time,delivery,neutral,0.0,0.0
"Click to play video NO SIDE EFFECTS, VERY GOOD👍",side_effects,neutral,0.0,0.0
"This product is THE most dangerous things I have consumed, my kidney is ruptured right now. Please guys take care of yourself, don't try anything new just for the sake of it. Consult your doctors and don't buy from this cheap brand. EVER",effectiveness,positive,0.4,0.0
"This product is THE most dangerous things I have consumed, my kidney is ruptured right now. Please guys take care of yourself, don't try anything new just for the sake of it. Consult your doctors and don't buy from this cheap brand. EVER",taste,neutral,-0.05,0.0
"This product is THE most dangerous things I have consumed, my kidney is ruptured right now. Please guys take care of yourself, don't try anything new just for the sake of it. Consult your doctors and don't buy from this cheap brand. EVER",side_effects,neutral,-0.05,0.0
"I've been using Ashwagandha to manage my anxiety, and it's made a noticeable difference. I take it as needed, and it helps me feel more at ease. It's a natural and effective way to combat stress.",effectiveness,positive,0.35,0.0
"For sleep and anxiety, and for stress and it's very useful I love this product very much, i recommend this brand as there are no side effects and it's natural one",effectiveness,positive,0.1,0.0
"For sleep and anxiety, and for stress and it's very useful I love this product very much, i recommend this brand as there are no side effects and it's natural one",side_effects,positive,0.1,0.0
"Ashwagandha has been a lifesaver. I take it everyday, and it helps me stay focused and handle stress better. It's become an essential part of my daily routine.",effectiveness,negative,-0.2,0.0
"Ashwagandha has been a lifesaver. I take it everyday, and it helps me stay focused and handle stress better. It's become an essential part of my daily routine.",side_effects,negative,-0.2,0.0
"Ashwagandha has significantly reduced my anxiety levels. I take it when I'm feeling overwhelmed, and it helps me regain my composure. It's a reliable supplement for stress relief.",effectiveness,neutral,0.0,0.0
"Ashwagandha has significantly reduced my anxiety levels. I take it when I'm feeling overwhelmed, and it helps me regain my composure. It's a reliable supplement for stress relief.",health_impact,neutral,0.0,0.0
This product is very good. All my stress is released after taking this. Do u have sleepless night? Fatigue? Anxiety? Cholesterol? Use this product. You will never complain about these problems again. Must use product,effectiveness,positive,0.91,0.0
